Restriction Type,Parking Spaces,Times Of Operation,Maximum Stay,Tariff,Cashless Identifier,Nearest Machine,Road Name,Postcode,Controlled Parking Zone,Valid Parking Permits,Parking Bay Length Metres,Disclaimer,Easting,Northing,EPSG:27700 Well Known Text Geometry,EPSG:4326 Well Known Text Geometry,Unique Identifier,Spatial Accuracy,Last Uploaded,Socrata ID
resident permit holders only,3,mon-sat 09:00-19:00,N/A,N/A,N/A,N/A,Chesterford Gardens,NW3 7RG,CA-H,CA-H,16,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525885,185667,"LINESTRING (525886.986306921 185656.295693398,525888.940386402 185656.865530284,525885.271334212 185667.442502657,525884.331397246 185673.060894409,525882.319602338 185672.920934472)","LINESTRING (-0.185574059584562 51.5557637595903,-0.185545684764155 51.5557684450104,-0.18559479725428 51.5558643167725,-0.185606338688436 51.5559150180356,-0.18563539192507 51.5559142087139)",46035069,Defined By Custodian,4/9/17 23:31,122
resident permit holders only,10,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Tavistock Square,WC1H 9EZ,CA-D,CA-D;CA-E,53,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529841,182340,"LINESTRING (529826.394050415 182363.168341297,529825.190271495 182362.188621738,529856.884286367 182318.541115707,529858.797140543 182319.900726522)","LINESTRING (-0.129996416505458 51.5252777754514,-0.130014119379829 51.5252692475339,-0.129573594779178 51.5248697238684,-0.129545536923522 51.5248815027772)",46036214,Defined By Custodian,4/9/17 23:31,1220
resident permit holders only,5,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Tavistock Square,WC1H 9EX,CA-D,CA-D;CA-E,29,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529862,182311,"LINESTRING (529880.778473438 182289.69937157,529879.187176646 182288.649672044,529862.251821144 182311.293190404,529864.09046977 182312.672795496)","LINESTRING (-0.129239990501259 51.5246050445525,-0.129263301692856 51.5245959768953,-0.129498937539124 51.5248033564379,-0.129471941369654 51.5248153320571)",46036215,Defined By Custodian,4/9/17 23:31,1221
paid-for,4,"mon-fri 08:30-18:30, sat 08:30-13:30",2 hours,å£4.65 p/h,13420,D313,Endsleigh Gardens,NW1 2AX,CA-D,N/A,23,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529627,182441,"LINESTRING (529636.196980935 182449.183719651,529637.310064184 182447.474208993,529637.161653084 182447.37423761,529632.70932009 182444.575038872,529627.448971107 182441.265986078,529622.435973958 182438.10689036,529617.497182358 182434.997780334,529617.315791014 182434.887811812,529616.318138621 182436.477356809)","LINESTRING (-0.132704860823011 51.5260944140584,-0.132689453442331 51.5260787960292,-0.13269162831389 51.5260779316577,-0.132756800916321 51.5260537973063,-0.132833801731723 51.5260252663323,-0.132907183803992 51.5259980261982,-0.132979478358895 51.5259712182057,-0.13298213203086 51.5259702715502,-0.132995920598237 51.5259847849852)",46036216,Defined By Custodian,4/9/17 23:31,1222
paid-for,3,"mon-fri 08:30-18:30, sat 08:30-13:30",2 hours,å£4.65 p/h,13421,D313,Endsleigh Gardens,NW1 2AX,CA-D,N/A,17,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529649,182455,"LINESTRING (529655.770755989 182461.680142587,529656.743673199 182460.150580419,529656.603507161 182460.060606174,529651.565774828 182456.901510456,529646.659963473 182453.79240043,529641.828357667 182450.733276095,529641.646966323 182450.623307573,529640.764744785 182452.09288691)","LINESTRING (-0.132418271887041 51.5262022257109,-0.132404817738699 51.5261882569274,-0.132406870160214 51.5261874805108,-0.132480609097221 51.526160246323,-0.132552429017727 51.5261334310352,-0.132623161417473 51.5261070478877,-0.132625815104593 51.5261061012404,-0.132637984722792 51.5261195101548)",46036217,Defined By Custodian,4/9/17 23:31,1223
paid-for,1,"mon-fri 08:30-18:30, sat 08:30-13:30",2 hours,å£4.65 p/h,13981,D309,Endsleigh Street,WC1H 9HE,CA-D,N/A,4,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529794,182392,"LINESTRING (529794.642320115 182389.91068638,529796.126431113 182390.990377322,529793.397315889 182394.729307064,529791.90495983 182393.619624707)","LINESTRING (-0.130444002745543 51.5255253903592,-0.130422224438633 51.5255347523801,-0.13046016528319 51.5255689793952,-0.130482073420984 51.5255593497387)",46036218,Defined By Custodian,4/9/17 23:31,1224
resident permit holders only,5,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Taviton Street,WC1H 0PW,CA-D,CA-D;CA-E,25,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529745,182349,"LINESTRING (529739.449881104 182361.418842086,529737.627722601 182360.099219823,529752.526548011 182339.675066177,529753.433504732 182341.804456645)","LINESTRING (-0.131249617256377 51.5252820144022,-0.131276353616259 51.5252705736322,-0.131069229651472 51.5250836096422,-0.131055380148731 51.5251025375266)",46036219,Defined By Custodian,4/9/17 23:31,1225
paid-for,5,"mon-fri 08:30-18:30, sat 08:30-13:30",2 hours,å£4.65 p/h,13423,D313,Gordon Street,WC1H 0AH,CA-D,N/A,27,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529641,182353,"LINESTRING (529648.432651609 182340.054957434,529650.230074929 182341.224622621,529646.396121517 182346.693057298,529643.254753238 182351.231758108,529640.237060875 182355.650493258,529637.516190711 182359.549377214,529634.605684143 182363.758172459,529633.121573145 182362.658487241)","LINESTRING (-0.132568708491226 51.525110906619,-0.132542384021907 51.5251210057503,-0.132595607044817 51.5251710279273,-0.132639194307577 51.525212536058,-0.132681044021386 51.5252529377215,-0.132718808763326 51.5252885995831,-0.132759191625579 51.5253270899835,-0.132780976714417 51.5253175478411)",46036220,Defined By Custodian,4/9/17 23:31,1226
resident permit holders only,2,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Gordon Square,WC1H 0PY,CA-D,CA-D;CA-E,11,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529703,182296,"LINESTRING (529706.791194083 182301.276057778,529707.863052026 182299.766489888,529707.747621171 182299.676515643,529698.587358287 182293.228361408,529698.480172493 182293.138387162,529697.457784917 182294.478003701)","LINESTRING (-0.131742235333955 51.5247490273223,-0.131727349088496 51.524735215444,-0.131729045113085 51.5247344333631,-0.131863382100654 51.5246785878368,-0.131864959340252 51.5246778038622,-0.131879195432546 51.5246900770817)",46036221,Defined By Custodian,4/9/17 23:31,1227
solo motorcycles,1,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Gordon Square,WC1H 0AW,CA-D,N/A,18,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529699,182279,"LINESTRING (529703.221082626 182284.140962648,529701.027896373 182285.240647867,529700.302330996 182283.691091423,529699.873587819 182282.051560734,529699.58501068 182280.352047214,529699.576765619 182278.072699671,529699.782892147 182276.32320046,529700.640378502 182273.783927319,529704.243470203 182268.87533239,529705.941952789 182269.985014746)","LINESTRING (-0.131799969824306 51.5245958595082,-0.131831160937032 51.5246062451812,-0.131842183535232 51.5245924863422,-0.131848963127319 51.5245778508354,-0.13185374551155 51.5245626441254,-0.131854702624173 51.5245421623378,-0.131852376575698 51.5245263929236,-0.131840957373741 51.5245033766511,-0.131790855873911 51.5244584381901,-0.131765979039794 51.524468020807)",46036222,Defined By Custodian,4/9/17 23:31,1228
paid-for,10,"mon-fri 08:30-18:30, sat 08:30-13:30",2 hours,å£4.65 p/h,13374,D309,Gordon Square,WC1H 0AW,CA-D,N/A,48,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529718,182250,"MULTILINESTRING ((529734.214267305 182228.886778994,529726.785467253 182238.254097627,529720.090477639 182247.431470631,529716.190563738 182252.819928201,529712.974989909 182257.268654767,529704.499067097 182268.615406793),(529706.007913278 182269.795069118,529704.630988074 182268.745369591),(529735.52523202 182229.746532892,529734.214267305 182228.756816195))","MULTILINESTRING ((-0.131373801919704 51.5240921982191,-0.131477375933027 51.5241780837201,-0.131570448831224 51.5242620937757,-0.13162464945544 51.5243114127896,-0.131669337137521 51.5243521297303,-0.131787269296179 51.5244560436881),(-0.131765098663721 51.5244662986996,-0.131785321014958 51.5244571813493),(-0.131354599762664 51.5240996236643,-0.131373849730858 51.5240910302902))",46036223,Defined By Custodian,4/9/17 23:31,1229
resident permit holders only,1,mon-sat 09:00-19:00,N/A,N/A,N/A,N/A,Chesterford Gardens,NW3 7RG,CA-H,CA-H,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525893,185647,"LINESTRING (525893.41745458 185644.509067284,525895.181897655 185645.448798289,525892.559968225 185650.10746476,525890.79552515 185649.107750925)","LINESTRING (-0.185485560128083 51.5556564010482,-0.185459786968344 51.555664452914,-0.18549591989464 51.5557069042547,-0.185521714523992 51.5556983133236)",46035070,Defined By Custodian,4/9/17 23:31,123
solo motorcycles,1,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Gordon Square,WC1H 0PY,CA-D,N/A,10,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529757,182322,"LINESTRING (529760.557237523 182319.270906807,529761.35700845 182320.800468974,529761.043696128 182320.980417464,529760.004818429 182321.580245765,529757.572525405 182322.360022556,529755.338113846 182322.709922399,529753.400524487 182322.729916675,529751.495915373 182322.51997677,529752.130785078 182320.240629226)","LINESTRING (-0.130961044661846 51.5248984015471,-0.130948960051146 51.5249119635845,-0.13095340751711 51.5249136526349,-0.13096815321863 51.52491928154,-0.131002906725486 51.5249268474171,-0.13103496767352 51.5249305047157,-0.131062873894583 51.5249311291346,-0.131090389596159 51.524929679642,-0.131082082135087 51.5249090502534)",46036224,Defined By Custodian,4/9/17 23:31,1230
resident permit holders only,4,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Endsleigh Gardens,WC1H 0EB,CA-D,CA-D;CA-E,19,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529737,182507,"LINESTRING (529749.566571075 182512.925473763,529748.568918682 182514.395053101,529744.339202337 182511.515877256,529740.010545259 182508.726675657,529735.418046226 182505.757525567,529734.948077743 182505.427620002,529732.087041541 182503.628135099,529732.993998262 182502.258527145)","LINESTRING (-0.131048122234143 51.526641227309,-0.13106195452251 51.5266546628782,-0.131123951012343 51.5266297596301,-0.131187339755278 51.526605687623,-0.131254595777838 51.5265800590042,-0.131261487935587 51.5265772021261,-0.131303368582878 51.5265616874416,-0.13129080610698 51.5265491711219)",46036225,Defined By Custodian,4/9/17 23:31,1231
doctor,3,mon-fri 08:00-20:00,N/A,N/A,N/A,N/A,Gower Place,WC1H 0AY,CA-D,N/A,23,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529575,182409,"LINESTRING (529593.042331132 182416.643034325,529591.929247884 182418.382536398,529574.796010915 182409.025214903,529575.884358981 182407.315704245)","LINESTRING (-0.133338537577644 51.5258118774921,-0.133353934072587 51.5258277649603,-0.133604205080594 51.5257476015558,-0.133589153853398 51.5257319893118)",46036226,Defined By Custodian,4/9/17 23:31,1232
permit holders only,2,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Gordon Street,WC1H 0AH,CA-D,CA-D;CA-E,11,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529653,182337,"LINESTRING (529654.707143107 182330.847593015,529656.479831244 182332.08723817,529656.37264545 182332.26718666,529653.148826559 182337.025824514,529650.518652068 182340.854728502,529650.403221212 182341.024679854,529648.622288015 182339.855014667)","LINESTRING (-0.132481700929319 51.5250267242529,-0.132455707104522 51.5250374579234,-0.132457185100826 51.5250390996405,-0.132501879064952 51.5250826032273,-0.13253836265775 51.5251176154587,-0.132539963116975 51.5251191692249,-0.132566050022245 51.5251090663122)",46036227,Defined By Custodian,4/9/17 23:31,1233
resident permit holders only,5,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Gordon Square,WC1H 0PY,CA-D,CA-D;CA-E,29,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529703,182288,"LINESTRING (529725.218905644 182301.20607781,529723.76777489 182303.165516926,529723.627608851 182303.055548405,529703.641580742 182289.119537546,529703.047936343 182288.479720692,529701.291738329 182285.680521954,529701.07736674 182285.370610665,529703.344758543 182284.330908277)","LINESTRING (-0.131476786117046 51.524744169978,-0.131496970710653 51.5247621117519,-0.131499030437681 51.5247611556692,-0.131792080867118 51.5246405036957,-0.131800868390423 51.5246348900962,-0.131827198178397 51.5246101376374,-0.131830400454324 51.52460740176,-0.131798118255627 51.5245975381055)",46036228,Defined By Custodian,4/9/17 23:31,1234
paid-for,4,"mon-fri 08:30-18:30, sat 08:30-13:30",2 hours,å£4.65 p/h,13427,D309,Tavistock Square,WC1H 9HH,CA-D,N/A,24,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529838,182386,"LINESTRING (529849.94194492 182392.040076848,529848.630980205 182393.929535996,529848.4413438 182393.789576059,529843.527287384 182390.050646317,529838.431839623 182386.291722298,529833.534273329 182382.912689536,529829.494193389 182379.903550893,529829.222106373 182379.683613849,529830.450620477 182377.834143254)","LINESTRING (-0.129646543407386 51.5255318264851,-0.129664734077046 51.5255491074874,-0.129667517617744 51.5255478932795,-0.12973968887081 51.5255154216564,-0.129814480599585 51.5254828119693,-0.129886281569435 51.5254535707269,-0.129945592890666 51.5254274566044,-0.129949593686615 51.5254255426012,-0.129932576056317 51.5254086399409)",46036229,Defined By Custodian,4/9/17 23:31,1235
